GeneName	Biosystems	CGDB	GWAS	GO	McMahon	Confidence
KCNJ12	NaN	True	NaN	NaN	NaN	Low
KCNJ4	NaN	NaN	True	NaN	NaN	Low
KCNK2	NaN	NaN	NaN	NaN	True	High
KCNK3	NaN	NaN	NaN	NaN	True	High
KCNMA1	True	NaN	NaN	NaN	NaN	Low
KCNMB4	NaN	True	NaN	NaN	NaN	Low
KCNN2	NaN	NaN	True	NaN	NaN	Low
KCNN3	NaN	NaN	NaN	NaN	True	High
KCNQ1	NaN	True	NaN	NaN	NaN	Low
KCNT2	NaN	NaN	True	NaN	NaN	Low
KCT2	NaN	True	NaN	NaN	NaN	Low
KDELR3	NaN	NaN	True	NaN	NaN	Low
KDM2A	NaN	NaN	NaN	True	NaN	Low
KDM3B	NaN	NaN	True	NaN	NaN	Low
KDM4C	NaN	True	NaN	NaN	NaN	Low
KDM5A	True	NaN	NaN	True	NaN	Medium
KDM8	NaN	NaN	NaN	True	NaN	Low
KDSR	NaN	True	NaN	NaN	NaN	Low
KHDRBS2	NaN	NaN	True	NaN	NaN	Low
KIAA0319L	NaN	True	NaN	NaN	NaN	Low
KIAA0586	NaN	True	NaN	NaN	NaN	Low
KIAA1147	NaN	True	NaN	NaN	NaN	Low
KIAA1257	NaN	True	NaN	NaN	NaN	Low
KIAA1324L	NaN	True	NaN	NaN	NaN	Low
KIF11	NaN	True	NaN	NaN	NaN	Low
KIF16B	NaN	True	NaN	NaN	NaN	Low
KIF18B	NaN	NaN	True	NaN	NaN	Low
KIF1B	NaN	True	NaN	NaN	NaN	Low
KIF21A	NaN	NaN	True	NaN	NaN	Low
KIF3A	NaN	True	NaN	NaN	NaN	Low
KIF3C	NaN	True	NaN	NaN	NaN	Low
KIR2DL2	NaN	True	NaN	NaN	NaN	Low
KIR2DL4	NaN	True	NaN	NaN	NaN	Low
KIR2DL5A	NaN	True	NaN	NaN	NaN	Low
KIR2DS1	NaN	True	NaN	NaN	NaN	Low
KIR2DS2	NaN	True	NaN	NaN	NaN	Low
KIR2DS4	NaN	True	NaN	NaN	NaN	Low
KIR3DL2	NaN	True	NaN	NaN	NaN	Low
KIRREL3	NaN	NaN	True	NaN	NaN	Low
KLF10	True	NaN	NaN	True	NaN	Medium
KLF11	NaN	True	NaN	NaN	NaN	Low
KLF12	NaN	True	NaN	NaN	NaN	Low
KLF5	NaN	NaN	True	NaN	NaN	Low
KLF9	True	True	NaN	True	NaN	High
KLHDC8B	NaN	True	NaN	NaN	NaN	Low
KLHL20	NaN	True	NaN	NaN	NaN	Low
KLHL29	NaN	True	True	NaN	NaN	Medium
KLHL3	NaN	True	NaN	NaN	NaN	Low
KLHL34	NaN	True	NaN	NaN	NaN	Low
KLK4	NaN	True	NaN	NaN	NaN	Low
KMT2A	True	NaN	NaN	True	NaN	Medium
KMT2D	NaN	NaN	True	NaN	NaN	Low
KPNA1	NaN	True	NaN	NaN	NaN	Low
KPNA5	NaN	True	NaN	NaN	NaN	Low
KRASP1	NaN	NaN	True	NaN	NaN	Low
KREMEN1	NaN	True	NaN	NaN	NaN	Low
KRR1	NaN	True	NaN	NaN	NaN	Low
KRT18P16	NaN	NaN	True	NaN	NaN	Low
KRT19P6	NaN	NaN	True	NaN	NaN	Low
KRT23	NaN	True	NaN	NaN	NaN	Low
KRT32	NaN	True	NaN	NaN	NaN	Low
KSR2	NaN	NaN	True	NaN	NaN	Low
L3MBTL1	NaN	True	NaN	NaN	NaN	Low
LAMA2	NaN	NaN	True	NaN	NaN	Low
LAMC2	NaN	NaN	True	NaN	NaN	Low
LAMP2	NaN	True	NaN	NaN	NaN	Low
LANCL3	NaN	True	NaN	NaN	NaN	Low
LARP4	NaN	True	NaN	NaN	NaN	Low
LARP4B	NaN	NaN	True	NaN	NaN	Low
LARP7P3	NaN	NaN	True	NaN	NaN	Low
LAT2	NaN	True	NaN	NaN	NaN	Low
LATS2	NaN	True	NaN	NaN	NaN	Low
LCMT2	NaN	True	NaN	NaN	NaN	Low
LCN2	NaN	True	NaN	NaN	NaN	Low
LCORL	NaN	NaN	True	NaN	NaN	Low
LDHB	NaN	True	NaN	NaN	NaN	Low
LDLR	NaN	True	NaN	NaN	NaN	Low
LEF1	NaN	True	NaN	NaN	NaN	Low
LEP	True	NaN	NaN	True	NaN	Medium
LEPR	NaN	True	NaN	NaN	NaN	Low
LGALS9	NaN	True	NaN	NaN	NaN	Low
LGALS9C	NaN	True	NaN	NaN	NaN	Low
LGR4	True	NaN	NaN	True	NaN	Medium
LHCGR	NaN	NaN	True	NaN	NaN	Low
LHFP	NaN	True	NaN	NaN	NaN	Low
LILRA1	NaN	True	NaN	NaN	NaN	Low
LILRA2	NaN	True	NaN	NaN	NaN	Low
LILRA3	NaN	True	NaN	NaN	NaN	Low
LILRA4	NaN	True	NaN	NaN	NaN	Low
LILRA5	NaN	True	NaN	NaN	NaN	Low
LILRB3	NaN	True	NaN	NaN	NaN	Low
LILRB4	NaN	True	NaN	NaN	NaN	Low
LILRB5	NaN	True	NaN	NaN	NaN	Low
LIMK2	NaN	True	NaN	NaN	NaN	Low
LIN52	NaN	NaN	True	NaN	NaN	Low
LIN7A	NaN	True	NaN	NaN	NaN	Low
LINC00240	NaN	NaN	True	NaN	NaN	Low
LINC00243	NaN	NaN	True	NaN	NaN	Low
LINC00383	NaN	NaN	True	NaN	NaN	Low
LINC00461	NaN	NaN	True	NaN	NaN	Low
LINC00534	NaN	NaN	True	NaN	NaN	Low
LINC00536	NaN	NaN	True	NaN	NaN	Low
LINC00635	NaN	NaN	True	NaN	NaN	Low
LINC00636	NaN	NaN	True	NaN	NaN	Low
LINC00678	NaN	NaN	True	NaN	NaN	Low
LINC00845	NaN	NaN	True	NaN	NaN	Low
LINC01031	NaN	NaN	True	NaN	NaN	Low
LINC01088	NaN	NaN	True	NaN	NaN	Low
LINC01098	NaN	NaN	True	NaN	NaN	Low
LINC01107	NaN	NaN	True	NaN	NaN	Low
LINC01122	NaN	NaN	True	NaN	NaN	Low
LINC01128	NaN	NaN	True	NaN	NaN	Low
LINC01135	NaN	NaN	True	NaN	NaN	Low
LINC01170	NaN	NaN	True	NaN	NaN	Low
LINC01208	NaN	NaN	True	NaN	NaN	Low
LINC01241	NaN	NaN	True	NaN	NaN	Low
LINC01249	NaN	NaN	True	NaN	NaN	Low
LINC01267	NaN	NaN	True	NaN	NaN	Low
LINC01288	NaN	NaN	True	NaN	NaN	Low
LINC01322	NaN	NaN	True	NaN	NaN	Low
LINC01344	NaN	NaN	True	NaN	NaN	Low
LINC01358	NaN	NaN	True	NaN	NaN	Low
LINC01414	NaN	NaN	True	NaN	NaN	Low
LINC01416	NaN	NaN	True	NaN	NaN	Low
LINC01470	NaN	NaN	True	NaN	NaN	Low
LINC01550	NaN	NaN	True	NaN	NaN	Low
LINC01572	NaN	NaN	True	NaN	NaN	Low
LINC01591	NaN	NaN	True	NaN	NaN	Low
LINC01627	NaN	NaN	True	NaN	NaN	Low
LINC01727	NaN	NaN	True	NaN	NaN	Low
LINC01761	NaN	NaN	True	NaN	NaN	Low
LINC01776	NaN	NaN	True	NaN	NaN	Low
LINC01791	NaN	NaN	True	NaN	NaN	Low
LINC01865	NaN	NaN	True	NaN	NaN	Low
LINC01876	NaN	NaN	True	NaN	NaN	Low
LINC01910	NaN	NaN	True	NaN	NaN	Low
LINC01911	NaN	NaN	True	NaN	NaN	Low
LINC01933	NaN	NaN	True	NaN	NaN	Low
LINC01937	NaN	NaN	True	NaN	NaN	Low
LINC01947	NaN	NaN	True	NaN	NaN	Low
LINC01950	NaN	NaN	True	NaN	NaN	Low
LINC01954	NaN	NaN	True	NaN	NaN	Low
LINC01982	NaN	NaN	True	NaN	NaN	Low
LINC01985	NaN	NaN	True	NaN	NaN	Low
LINC01994	NaN	NaN	True	NaN	NaN	Low
LINC01995	NaN	NaN	True	NaN	NaN	Low
LINC02008	NaN	NaN	True	NaN	NaN	Low
LINC02033	NaN	NaN	True	NaN	NaN	Low
LINC02067	NaN	NaN	True	NaN	NaN	Low
LINC02180	NaN	NaN	True	NaN	NaN	Low
LINC02196	NaN	NaN	True	NaN	NaN	Low
LINC02210-CRHR1	NaN	NaN	True	NaN	NaN	Low
LINC02229	NaN	NaN	True	NaN	NaN	Low
LINC02253	NaN	NaN	True	NaN	NaN	Low
LINC02261	NaN	NaN	True	NaN	NaN	Low
LINC02263	NaN	NaN	True	NaN	NaN	Low
LINC02322	NaN	NaN	True	NaN	NaN	Low
LINC02377	NaN	NaN	True	NaN	NaN	Low
LINC02392	NaN	NaN	True	NaN	NaN	Low
LINC02406	NaN	NaN	True	NaN	NaN	Low
LINC02465	NaN	NaN	True	NaN	NaN	Low
LINC02479	NaN	NaN	True	NaN	NaN	Low
LINC02498	NaN	NaN	True	NaN	NaN	Low
LINC02534	NaN	NaN	True	NaN	NaN	Low
LINC02609	NaN	NaN	True	NaN	NaN	Low
LINC02610	NaN	NaN	True	NaN	NaN	Low
LINC02641	NaN	NaN	True	NaN	NaN	Low
LINC02702	NaN	NaN	True	NaN	NaN	Low
LINC02742	NaN	NaN	True	NaN	NaN	Low
LINC02787	NaN	NaN	True	NaN	NaN	Low
LINC02790	NaN	NaN	True	NaN	NaN	Low
LINC02792	NaN	NaN	True	NaN	NaN	Low
LINC02840	NaN	NaN	True	NaN	NaN	Low
LINC02867	NaN	NaN	True	NaN	NaN	Low
LINGO1	NaN	NaN	True	NaN	NaN	Low
LITAF	NaN	True	NaN	NaN	NaN	Low
LMAN2	NaN	NaN	True	NaN	NaN	Low
LMBRD1	NaN	NaN	True	NaN	NaN	Low
LMLN	NaN	True	NaN	NaN	NaN	Low
LMNB1	NaN	True	NaN	NaN	NaN	Low
LMO7	NaN	True	NaN	NaN	NaN	Low
LMOD1	NaN	NaN	True	NaN	NaN	Low
LMX1B	NaN	NaN	NaN	NaN	True	High
LPAR2	NaN	True	NaN	NaN	NaN	Low
LPCAT1	NaN	True	NaN	NaN	NaN	Low
LPCAT2	NaN	True	NaN	NaN	NaN	Low
LPP	NaN	NaN	True	NaN	NaN	Low
LRFN3	NaN	True	NaN	NaN	NaN	Low
LRG1	NaN	True	NaN	NaN	NaN	Low
LRIG3	NaN	True	NaN	NaN	NaN	Low
LRP10	NaN	True	NaN	NaN	NaN	Low
LRP6	NaN	True	NaN	NaN	NaN	Low
LRPPRC	NaN	True	True	NaN	NaN	Medium
LRRC17	NaN	NaN	True	NaN	NaN	Low
LRRC37A2	NaN	True	NaN	NaN	NaN	Low
LRRC4B	NaN	True	NaN	NaN	NaN	Low
LRRC56	NaN	True	NaN	NaN	NaN	Low
LRRC6	NaN	True	NaN	NaN	NaN	Low
LRRC8C	NaN	True	NaN	NaN	NaN	Low
LRRCC1	NaN	True	NaN	NaN	NaN	Low
LRRN2	NaN	True	NaN	NaN	NaN	Low
LRRTM4	NaN	NaN	True	NaN	NaN	Low
LRRTM4-AS1	NaN	NaN	True	NaN	NaN	Low
LSAMP	NaN	NaN	True	NaN	NaN	Low
LSM1P2	NaN	NaN	True	NaN	NaN	Low
LTB4R2	NaN	True	NaN	NaN	NaN	Low
LTBR	NaN	True	NaN	NaN	NaN	Low
LUC7L	NaN	True	NaN	NaN	NaN	Low
LYNX1	NaN	True	NaN	NaN	NaN	Low
LYRM7	NaN	True	NaN	NaN	NaN	Low
MACROD2	NaN	True	True	NaN	NaN	Medium
MAD1L1	NaN	NaN	True	NaN	NaN	Low
MADCAM1	NaN	True	NaN	NaN	NaN	Low
MADD	NaN	NaN	True	NaN	NaN	Low
MAGEA4	NaN	True	NaN	NaN	NaN	Low
MAGED1	True	NaN	NaN	NaN	NaN	Low
MAGED4B	NaN	True	NaN	NaN	NaN	Low
MAGEF1	NaN	True	NaN	NaN	NaN	Low
MAGEH1	NaN	True	NaN	NaN	NaN	Low
MAGEL2	True	NaN	NaN	True	NaN	Medium
MAGI2	NaN	NaN	True	NaN	NaN	Low
MAGOH	NaN	True	NaN	NaN	NaN	Low
MAK	NaN	True	NaN	NaN	NaN	Low
MAK16	NaN	True	NaN	NaN	NaN	Low
MAL	NaN	True	NaN	NaN	NaN	Low
MAN1A1	NaN	True	NaN	NaN	NaN	Low
MAN1C1	NaN	True	NaN	NaN	NaN	Low
MANBA	NaN	NaN	True	NaN	NaN	Low
MANSC4	NaN	True	NaN	NaN	NaN	Low
MAOA	NaN	NaN	NaN	NaN	True	High
MAP1LC3A	NaN	True	NaN	NaN	NaN	Low
MAP1LC3B	NaN	True	NaN	NaN	NaN	Low
MAP2	NaN	NaN	True	NaN	NaN	Low
MAP3K20	NaN	NaN	True	NaN	NaN	Low
MAP3K20-AS1	NaN	NaN	True	NaN	NaN	Low
MAP3K3	NaN	True	NaN	NaN	NaN	Low
MAP7	NaN	True	NaN	NaN	NaN	Low
MAP9	NaN	True	NaN	NaN	NaN	Low
MAPK1	NaN	True	NaN	NaN	NaN	Low
MAPK10	True	NaN	NaN	True	NaN	Medium
MAPK8	True	NaN	NaN	True	NaN	Medium
MAPK9	True	NaN	NaN	True	NaN	Medium
MAPKAP1	NaN	NaN	True	NaN	NaN	Low
MAPKAPK2	NaN	True	NaN	NaN	NaN	Low
MAPT	NaN	NaN	True	NaN	NaN	Low
MARK2P10	NaN	NaN	True	NaN	NaN	Low
MAST3	NaN	True	NaN	NaN	NaN	Low
MAX	NaN	NaN	True	NaN	NaN	Low
MBOAT1	NaN	True	NaN	NaN	NaN	Low
MBOAT2	NaN	True	NaN	NaN	NaN	Low
MC3R	True	NaN	NaN	True	NaN	Medium
MCL1	NaN	True	NaN	NaN	NaN	Low
MCM5	NaN	NaN	True	NaN	NaN	Low
MCTP2	NaN	True	NaN	NaN	NaN	Low
MDC1	NaN	True	NaN	NaN	NaN	Low
MDFI	NaN	NaN	True	NaN	NaN	Low
MDFIC	NaN	True	True	NaN	NaN	Medium
MDGA1	NaN	NaN	True	NaN	NaN	Low
MDM2	NaN	True	NaN	NaN	NaN	Low
MDS2	NaN	True	NaN	NaN	NaN	Low
MEAF6	NaN	True	NaN	NaN	NaN	Low
MED13L	NaN	NaN	True	NaN	NaN	Low
MED23	NaN	True	NaN	NaN	NaN	Low
MED25	NaN	True	NaN	NaN	NaN	Low
MED28	NaN	True	NaN	NaN	NaN	Low
MED9	NaN	NaN	True	NaN	NaN	Low
MEF2C	NaN	NaN	True	NaN	NaN	Low
MEF2C-AS1	NaN	NaN	True	NaN	NaN	Low
MEIS1	NaN	NaN	True	NaN	NaN	Low
MEIS2	NaN	NaN	True	NaN	NaN	Low
METTL1	NaN	True	NaN	NaN	NaN	Low
METTL15	NaN	NaN	True	NaN	NaN	Low
METTL3	True	True	NaN	True	NaN	High
METTL5	NaN	True	NaN	NaN	NaN	Low
METTL8	NaN	True	NaN	NaN	NaN	Low
MFSD2B	NaN	NaN	True	NaN	NaN	Low
MFSD7	NaN	True	NaN	NaN	NaN	Low
MFSD8	NaN	True	NaN	NaN	NaN	Low
MGAM	NaN	True	NaN	NaN	NaN	Low
MGAT3	NaN	NaN	True	NaN	NaN	Low
MGAT5B	NaN	NaN	True	NaN	NaN	Low
MICD	NaN	NaN	True	NaN	NaN	Low
MID1	NaN	True	NaN	NaN	NaN	Low
MIDN	NaN	True	NaN	NaN	NaN	Low
MINA	NaN	True	NaN	NaN	NaN	Low
MINK1	NaN	NaN	True	NaN	NaN	Low
MIR100HG	NaN	NaN	True	NaN	NaN	Low
MIR1281	True	NaN	NaN	NaN	NaN	Low
MIR3064	True	NaN	NaN	NaN	NaN	Low
MIR3681HG	NaN	NaN	True	NaN	NaN	Low
MIR4455	NaN	NaN	True	NaN	NaN	Low
MIR4704	NaN	NaN	True	NaN	NaN	Low
MIR4751	True	NaN	NaN	NaN	NaN	Low
MIR5007	NaN	NaN	True	NaN	NaN	Low
MIR5047	True	NaN	NaN	NaN	NaN	Low
MIR548A1HG	NaN	NaN	True	NaN	NaN	Low
MIR548AI	NaN	NaN	True	NaN	NaN	Low
MIR5572	True	NaN	NaN	NaN	NaN	Low
MIR6883	True	NaN	NaN	NaN	NaN	Low
MIR924HG	NaN	NaN	True	NaN	NaN	Low
MIXL1	NaN	True	NaN	NaN	NaN	Low
MKL2	NaN	True	NaN	NaN	NaN	Low
MKNK2	NaN	True	NaN	NaN	NaN	Low
MLLT10	NaN	NaN	True	NaN	NaN	Low
MLLT3	NaN	True	NaN	NaN	NaN	Low
MMAB	NaN	NaN	True	NaN	NaN	Low
MMEL1	NaN	True	NaN	NaN	NaN	Low
MMP20	NaN	NaN	True	NaN	NaN	Low
MMP25	NaN	True	NaN	NaN	NaN	Low
MMP7	NaN	NaN	True	NaN	NaN	Low
MORC2	NaN	True	NaN	NaN	NaN	Low
MORC4	NaN	True	NaN	NaN	NaN	Low
MOSPD2	NaN	True	NaN	NaN	NaN	Low
MPHOSPH10	NaN	True	NaN	NaN	NaN	Low
MPPED2	NaN	NaN	True	NaN	NaN	Low
MPZL1	NaN	True	NaN	NaN	NaN	Low
MPZL3	NaN	NaN	True	NaN	NaN	Low
MRAS	NaN	NaN	True	NaN	NaN	Low
MRPL35	NaN	True	NaN	NaN	NaN	Low
MRPL49P1	NaN	NaN	True	NaN	NaN	Low
MRPS17P3	NaN	NaN	True	NaN	NaN	Low
MRPS18C	NaN	True	NaN	NaN	NaN	Low
MRPS27	NaN	True	NaN	NaN	NaN	Low
MRRF	NaN	True	NaN	NaN	NaN	Low
MRS2	NaN	True	NaN	NaN	NaN	Low
MRTO4	NaN	True	NaN	NaN	NaN	Low
MRVI1	NaN	True	NaN	NaN	NaN	Low
MSH3	NaN	True	NaN	NaN	NaN	Low
MSI2	NaN	NaN	True	NaN	NaN	Low
MSL1	NaN	True	NaN	NaN	NaN	Low
MSRA	NaN	NaN	True	NaN	NaN	Low
MSRB2	NaN	True	NaN	NaN	NaN	Low
MTA1	True	NaN	NaN	True	NaN	Medium
MTA3	NaN	True	NaN	NaN	NaN	Low
MTCH2	NaN	NaN	True	NaN	NaN	Low
MTHFR	NaN	True	NaN	NaN	NaN	Low
MTHFS	NaN	True	NaN	NaN	NaN	Low
MTMR3	NaN	True	NaN	NaN	NaN	Low
MTND2P9	NaN	NaN	True	NaN	NaN	Low
MTNR1A	True	NaN	NaN	True	True	High
MTNR1B	True	True	True	True	True	High
MTOR	NaN	NaN	NaN	True	NaN	Low
MTR	NaN	True	NaN	NaN	NaN	Low
MTRF1L	NaN	NaN	True	NaN	NaN	Low
MTTP	True	NaN	NaN	True	NaN	Medium
MUC20	NaN	True	NaN	NaN	NaN	Low
MX1	NaN	True	NaN	NaN	NaN	Low
MXD3	NaN	True	True	NaN	NaN	Medium
MXRA8	NaN	True	NaN	NaN	NaN	Low
MYBBP1A	True	True	NaN	True	NaN	High
MYBPC3	NaN	True	NaN	NaN	NaN	Low
MYBPH	NaN	True	NaN	NaN	NaN	Low
MYC	NaN	True	NaN	NaN	NaN	Low
MYCBP2	NaN	NaN	True	True	NaN	Medium
MYCBP2-AS1	NaN	NaN	True	NaN	NaN	Low
MYL9	NaN	True	NaN	NaN	NaN	Low
MYLIP	NaN	True	NaN	NaN	NaN	Low
MYO16	NaN	NaN	True	NaN	NaN	Low
MYO1F	NaN	True	NaN	NaN	NaN	Low
MYO7B	NaN	True	NaN	NaN	NaN	Low
N4BP2	NaN	True	NaN	NaN	NaN	Low
N6AMT1	NaN	True	NaN	NaN	NaN	Low
NAA11	NaN	NaN	True	NaN	NaN	Low
NAA25	NaN	NaN	True	NaN	NaN	Low
NAALADL2	NaN	NaN	True	NaN	NaN	Low
NADK	NaN	True	NaN	NaN	NaN	Low
NAE1	NaN	True	NaN	NaN	NaN	Low
NAGA	NaN	NaN	True	NaN	NaN	Low
NAGLU	True	NaN	NaN	True	NaN	Medium
NALCN	NaN	NaN	True	NaN	NaN	Low
NAMPT	True	True	NaN	True	NaN	High
NAPB	NaN	True	NaN	NaN	NaN	Low
NAT8B	NaN	True	NaN	NaN	NaN	Low
NAV3	NaN	NaN	True	NaN	NaN	Low
NBEA	NaN	True	NaN	NaN	NaN	Low
NBL1	NaN	NaN	True	NaN	NaN	Low
NCEH1	NaN	NaN	True	NaN	NaN	Low
NCF1	NaN	True	NaN	NaN	NaN	Low
NCF4	NaN	True	NaN	NaN	NaN	Low
NCK2	NaN	NaN	True	NaN	NaN	Low
NCOA2	True	NaN	NaN	True	NaN	Medium
NCOR1	True	NaN	NaN	True	NaN	Medium
NDEL1	NaN	True	NaN	NaN	NaN	Low
NDRG2	NaN	True	NaN	NaN	NaN	Low
NDUFA9	NaN	NaN	NaN	True	NaN	Low
NDUFAF2	NaN	True	NaN	NaN	NaN	Low
NDUFS1	NaN	NaN	True	NaN	NaN	Low
NECAB2	NaN	True	NaN	NaN	NaN	Low
NEDD9	NaN	True	NaN	NaN	NaN	Low
NEK1	NaN	NaN	True	NaN	NaN	Low
NEK6	NaN	NaN	True	NaN	NaN	Low
NELL2	NaN	True	NaN	NaN	NaN	Low
NET1	NaN	True	NaN	NaN	NaN	Low
NF1P12	NaN	NaN	True	NaN	NaN	Low
NFAM1	NaN	True	NaN	NaN	NaN	Low
NFASC	NaN	NaN	True	NaN	NaN	Low
NFATC3	NaN	NaN	True	NaN	NaN	Low
NFE2L3	NaN	True	NaN	NaN	NaN	Low
NFIL3	True	True	NaN	True	NaN	High
NFKB1	NaN	NaN	True	NaN	NaN	Low
NFKB2	NaN	True	NaN	NaN	NaN	Low
NFU1P2	NaN	NaN	True	NaN	NaN	Low
NGFR	True	NaN	NaN	True	NaN	Medium
NINJ1	NaN	True	NaN	NaN	NaN	Low
NKX2-1	True	NaN	NaN	True	NaN	Medium
NKX2-2	NaN	NaN	NaN	NaN	True	High
NLGN1	True	NaN	NaN	True	NaN	Medium
NLRP12	NaN	True	NaN	NaN	NaN	Low
NMD3	NaN	NaN	True	NaN	NaN	Low
NMNAT2	NaN	NaN	True	NaN	NaN	Low
NMNAT3	NaN	True	NaN	NaN	NaN	Low
NMS	True	NaN	NaN	True	NaN	Medium
NMT2	NaN	True	NaN	NaN	NaN	Low
NMU	NaN	NaN	NaN	True	NaN	Low
NOCT	True	NaN	True	True	NaN	High
NOL4	NaN	NaN	True	NaN	NaN	Low
NOL4L	NaN	NaN	True	NaN	NaN	Low
NOL8	NaN	True	NaN	NaN	NaN	Low
NONO	True	NaN	NaN	NaN	NaN	Low
NOP58	NaN	True	NaN	NaN	NaN	Low
NOS2	True	NaN	NaN	True	NaN	Medium
NOSIP	NaN	True	NaN	NaN	NaN	Low
NOVA1	NaN	NaN	True	NaN	NaN	Low
NOVA2	NaN	NaN	True	NaN	NaN	Low
NPAS2	True	True	True	True	True	High
NPAS2-AS1	NaN	NaN	True	NaN	NaN	Low
NPC1	NaN	NaN	True	NaN	NaN	Low
NPL	NaN	NaN	True	NaN	NaN	Low
NPM1P22	NaN	NaN	True	NaN	NaN	Low
NPM1P46	NaN	NaN	True	NaN	NaN	Low
NPM1P48	NaN	NaN	True	NaN	NaN	Low
NPM3	NaN	True	NaN	NaN	NaN	Low
NPS	True	NaN	True	True	NaN	High
NPTXR	NaN	True	NaN	NaN	NaN	Low
NPY2R	True	NaN	NaN	True	NaN	Medium
NQO2	NaN	True	NaN	NaN	NaN	Low
NR0B2	NaN	NaN	NaN	True	NaN	Low
NR1D1	True	True	NaN	True	True	High
NR1D2	True	True	NaN	True	NaN	High
NR1H3	True	NaN	NaN	True	NaN	Medium
NR2C1	NaN	True	NaN	NaN	NaN	Low
NR2F6	True	NaN	NaN	True	NaN	Medium
NR3C1	NaN	NaN	True	NaN	True	High
NR3C2	NaN	True	NaN	NaN	NaN	Low
NR5A1	NaN	NaN	True	NaN	NaN	Low
NRBF2	NaN	True	NaN	NaN	NaN	Low
NRCAM	NaN	True	NaN	NaN	NaN	Low
NRG1	NaN	NaN	True	NaN	NaN	Low
NRG1-IT1	NaN	NaN	True	NaN	NaN	Low
NRIP1	True	NaN	NaN	True	NaN	Medium
NRN1	NaN	NaN	True	NaN	NaN	Low
NRTN	NaN	NaN	True	NaN	NaN	Low
NRXN1	NaN	NaN	True	NaN	NaN	Low
NRXN3	NaN	NaN	True	NaN	NaN	Low
NSA2	NaN	True	NaN	NaN	NaN	Low
NSFL1C	NaN	True	NaN	NaN	NaN	Low
NSG2	NaN	NaN	True	NaN	NaN	Low
NSUN7	NaN	True	NaN	NaN	NaN	Low
NT5C2	NaN	True	True	NaN	NaN	Medium
NT5DC1	NaN	True	NaN	NaN	NaN	Low
NT5E	NaN	True	NaN	NaN	NaN	Low
NTN1	NaN	NaN	NaN	NaN	True	High
NTNG2	NaN	True	NaN	NaN	NaN	Low
NTRK1	True	NaN	NaN	True	NaN	Medium
NTRK2	NaN	NaN	NaN	True	NaN	Low
NTRK3	True	NaN	NaN	True	NaN	Medium
NUCB1	NaN	True	NaN	NaN	NaN	Low
NUCB2	NaN	True	NaN	NaN	NaN	Low
NUCKS1	NaN	True	NaN	NaN	NaN	Low
NUDCD1	NaN	True	NaN	NaN	NaN	Low
NUP107	NaN	True	NaN	NaN	NaN	Low
NUP35	NaN	True	NaN	NaN	NaN	Low
NUP54	NaN	True	NaN	NaN	NaN	Low
NUP98	NaN	True	NaN	NaN	NaN	Low
NXF3	NaN	NaN	True	NaN	NaN	Low
NXF5	NaN	NaN	True	NaN	NaN	Low
