GeneName	Biosystems	CGDB	GWAS	GO	McMahon	Confidence
SFXN2	NaN	True	NaN	NaN	NaN	Low
SGCD	NaN	NaN	True	NaN	NaN	Low
SGCZ	NaN	NaN	True	NaN	NaN	Low
SGIP1	NaN	NaN	True	NaN	NaN	Low
SGPL1	NaN	True	NaN	NaN	NaN	Low
SH2B2	NaN	True	NaN	NaN	NaN	Low
SH2D1B	NaN	True	NaN	NaN	NaN	Low
SH3BP1	NaN	True	NaN	NaN	NaN	Low
SH3BP2	NaN	True	True	NaN	NaN	Medium
SH3PXD2A	NaN	True	NaN	NaN	NaN	Low
SH3RF1	NaN	NaN	True	NaN	NaN	Low
SH3TC2	NaN	True	NaN	NaN	NaN	Low
SH3YL1	NaN	True	NaN	NaN	NaN	Low
SHB	NaN	NaN	True	NaN	NaN	Low
SHCBP1L	NaN	NaN	True	NaN	NaN	Low
SHFM1	NaN	True	NaN	NaN	NaN	Low
SHISA5	NaN	True	NaN	NaN	NaN	Low
SHISA6	NaN	NaN	True	NaN	NaN	Low
SHKBP1	NaN	True	NaN	NaN	NaN	Low
SHMT1	NaN	True	NaN	NaN	NaN	Low
SHPRH	NaN	True	NaN	NaN	NaN	Low
SHROOM1	NaN	True	NaN	NaN	NaN	Low
SIAH2	NaN	NaN	NaN	True	NaN	Low
SIGLEC5	NaN	True	NaN	NaN	NaN	Low
SIGLEC9	NaN	True	NaN	NaN	NaN	Low
SIK1	True	NaN	NaN	True	NaN	Medium
SIK3	NaN	True	NaN	NaN	NaN	Low
SIN3A	True	NaN	NaN	True	NaN	Medium
SIN3B	NaN	True	NaN	NaN	NaN	Low
SIPA1L1	NaN	True	NaN	NaN	NaN	Low
SIRPB2	NaN	True	NaN	NaN	NaN	Low
SIRPD	NaN	True	NaN	NaN	NaN	Low
SIRT1	True	True	NaN	True	NaN	High
SIRT2	NaN	True	NaN	NaN	NaN	Low
SIRT3	NaN	True	NaN	NaN	NaN	Low
SIRT6	NaN	True	NaN	NaN	NaN	Low
SIX3	True	NaN	NaN	True	NaN	Medium
SKAP1	NaN	NaN	True	NaN	NaN	Low
SKOR2	NaN	NaN	True	NaN	NaN	Low
SKP1	True	NaN	NaN	NaN	NaN	Low
SLA	NaN	True	NaN	NaN	NaN	Low
SLC10A7	NaN	NaN	True	NaN	NaN	Low
SLC11A1	NaN	True	NaN	NaN	NaN	Low
SLC12A5	NaN	NaN	True	NaN	NaN	Low
SLC12A6	NaN	True	NaN	NaN	NaN	Low
SLC12A9	NaN	True	NaN	NaN	NaN	Low
SLC15A3	NaN	True	NaN	NaN	NaN	Low
SLC15A5	NaN	NaN	True	NaN	NaN	Low
SLC16A2	NaN	True	NaN	NaN	NaN	Low
SLC19A1	NaN	True	NaN	NaN	NaN	Low
SLC20A2	NaN	True	NaN	NaN	NaN	Low
SLC22A15	NaN	True	NaN	NaN	NaN	Low
SLC22A23	NaN	True	NaN	NaN	NaN	Low
SLC22A4	NaN	True	NaN	NaN	NaN	Low
SLC24A3	NaN	NaN	True	NaN	NaN	Low
SLC25A17	NaN	NaN	True	NaN	NaN	Low
SLC25A33	NaN	True	NaN	NaN	NaN	Low
SLC25A37	NaN	True	NaN	NaN	NaN	Low
SLC26A5	NaN	NaN	True	NaN	NaN	Low
SLC27A3	NaN	NaN	True	NaN	NaN	Low
SLC29A3	NaN	NaN	True	NaN	NaN	Low
SLC2A14	NaN	True	NaN	NaN	NaN	Low
SLC2A4	NaN	True	NaN	NaN	NaN	Low
SLC2A9	NaN	NaN	True	NaN	NaN	Low
SLC31A2	NaN	True	NaN	NaN	NaN	Low
SLC35E1	NaN	True	NaN	NaN	NaN	Low
SLC35F4	NaN	NaN	True	NaN	NaN	Low
SLC36A4	NaN	NaN	True	NaN	NaN	Low
SLC37A3	NaN	True	NaN	NaN	NaN	Low
SLC38A1	NaN	NaN	True	NaN	NaN	Low
SLC38A3	NaN	True	NaN	NaN	NaN	Low
SLC39A8	NaN	NaN	True	NaN	NaN	Low
SLC43A1	NaN	True	NaN	NaN	NaN	Low
SLC44A2	NaN	NaN	True	NaN	NaN	Low
SLC44A4	NaN	NaN	True	NaN	NaN	Low
SLC45A4	NaN	True	NaN	NaN	NaN	Low
SLC4A2	NaN	True	NaN	NaN	NaN	Low
SLC5A12	NaN	True	NaN	NaN	NaN	Low
SLC6A12	NaN	True	NaN	NaN	NaN	Low
SLC6A13	NaN	NaN	True	NaN	NaN	Low
SLC6A2	NaN	NaN	NaN	NaN	True	High
SLC6A3	NaN	NaN	True	NaN	NaN	Low
SLC6A4	True	NaN	NaN	True	True	High
SLC6A6	NaN	True	NaN	NaN	NaN	Low
SLC7A1	NaN	True	NaN	NaN	NaN	Low
SLC8A1	NaN	NaN	True	NaN	NaN	Low
SLC8A1-AS1	NaN	NaN	True	NaN	NaN	Low
SLC8A3	NaN	True	NaN	NaN	NaN	Low
SLC9A3	True	NaN	NaN	NaN	NaN	Low
SLC9A9	NaN	NaN	True	NaN	NaN	Low
SMAD5	NaN	NaN	True	NaN	NaN	Low
SMAP	NaN	True	NaN	NaN	NaN	Low
SMAP2	NaN	True	NaN	NaN	NaN	Low
SMARCB1	NaN	True	NaN	NaN	NaN	Low
SMARCE1	NaN	True	NaN	NaN	NaN	Low
SMC1B	NaN	NaN	True	NaN	NaN	Low
SMIM40	NaN	NaN	True	NaN	NaN	Low
SMYD1	NaN	NaN	True	NaN	NaN	Low
SNN	NaN	True	NaN	NaN	NaN	Low
SNORD3G	NaN	NaN	True	NaN	NaN	Low
SNRNP27	NaN	NaN	True	NaN	NaN	Low
SNRPF	NaN	True	NaN	NaN	NaN	Low
SNX10	NaN	True	NaN	NaN	NaN	Low
SNX29	NaN	True	NaN	NaN	NaN	Low
SOAT1	NaN	NaN	True	NaN	NaN	Low
SOCS3	NaN	True	NaN	NaN	NaN	Low
SOD2	NaN	True	NaN	NaN	NaN	Low
SON	NaN	True	NaN	NaN	NaN	Low
SOX14	True	NaN	NaN	True	NaN	Medium
SOX15	NaN	True	NaN	NaN	NaN	Low
SOX2-OT	NaN	NaN	True	NaN	NaN	Low
SOX5	NaN	NaN	True	NaN	NaN	Low
SOX6	NaN	NaN	True	NaN	NaN	Low
SP1	NaN	True	NaN	NaN	NaN	Low
SP2	NaN	True	NaN	NaN	NaN	Low
SPAG8	NaN	True	NaN	NaN	NaN	Low
SPAG9	NaN	True	NaN	NaN	NaN	Low
SPEG	NaN	True	NaN	NaN	NaN	Low
SPOCD1	NaN	True	NaN	NaN	NaN	Low
SPON1	NaN	True	NaN	NaN	NaN	Low
SPRYD4	NaN	True	NaN	NaN	NaN	Low
SPSB4	NaN	NaN	NaN	True	NaN	Low
SPTA1	NaN	NaN	True	NaN	NaN	Low
SPTSSB	NaN	NaN	True	NaN	NaN	Low
SPTY2D1	NaN	NaN	True	NaN	NaN	Low
SRD5A1	NaN	NaN	NaN	True	NaN	Low
SREBF1	True	True	NaN	True	NaN	High
SRGAP3	NaN	NaN	True	NaN	NaN	Low
SRPK2	NaN	True	NaN	NaN	NaN	Low
SRRD	NaN	NaN	NaN	True	NaN	Low
SRSF10	NaN	NaN	True	NaN	NaN	Low
SRSF1P1	NaN	NaN	True	NaN	NaN	Low
SRSF3P1	NaN	NaN	True	NaN	NaN	Low
SSB	NaN	True	NaN	NaN	NaN	Low
SSR3	NaN	NaN	True	NaN	NaN	Low
ST13P5	NaN	True	NaN	NaN	NaN	Low
ST18	NaN	NaN	True	NaN	NaN	Low
ST3GAL4	NaN	True	NaN	NaN	NaN	Low
ST6GAL1	NaN	True	NaN	NaN	NaN	Low
ST6GALNAC1	NaN	True	NaN	NaN	NaN	Low
ST6GALNAC2	NaN	True	NaN	NaN	NaN	Low
STAP2	NaN	True	NaN	NaN	NaN	Low
STAR	True	NaN	NaN	True	NaN	Medium
STARD10	NaN	True	NaN	NaN	NaN	Low
STAT3	NaN	True	NaN	NaN	NaN	Low
STEAP1B	NaN	NaN	True	NaN	NaN	Low
STMN3	NaN	True	NaN	NaN	NaN	Low
STON1	NaN	NaN	True	NaN	NaN	Low
STON1-GTF2A1L	NaN	NaN	True	NaN	NaN	Low
STON2	NaN	NaN	True	NaN	NaN	Low
STUM	NaN	NaN	True	NaN	NaN	Low
STX11	NaN	True	NaN	NaN	NaN	Low
STX3	NaN	True	NaN	NaN	NaN	Low
STXBP2	NaN	True	NaN	NaN	NaN	Low
STXBP5	NaN	True	NaN	NaN	NaN	Low
SULF1	NaN	NaN	True	NaN	NaN	Low
SULT1B1	NaN	True	NaN	NaN	NaN	Low
SUSD3	NaN	True	NaN	NaN	NaN	Low
SUV39H1	True	NaN	NaN	NaN	NaN	Low
SUV39H2	True	True	NaN	True	NaN	High
SWAP70	NaN	True	NaN	NaN	NaN	Low
SYNCRIP	NaN	True	NaN	NaN	NaN	Low
SYNJ1	NaN	True	NaN	NaN	NaN	Low
SYNJ2BP	NaN	True	NaN	NaN	NaN	Low
SYT10	NaN	NaN	True	NaN	NaN	Low
SYT16	NaN	NaN	True	NaN	NaN	Low
SYT7	NaN	True	NaN	NaN	NaN	Low
SYTL3	NaN	True	NaN	NaN	NaN	Low
TAB1	NaN	NaN	True	NaN	NaN	Low
TACR1	NaN	NaN	True	NaN	NaN	Low
TAGLN2	NaN	True	NaN	NaN	NaN	Low
TANC2	NaN	NaN	True	NaN	NaN	Low
TARBP1	NaN	True	NaN	NaN	NaN	Low
TARDBP	NaN	NaN	NaN	True	NaN	Low
TARS2	NaN	NaN	True	NaN	NaN	Low
TAT-AS1	NaN	NaN	True	NaN	NaN	Low
TBC1D3B	NaN	True	NaN	NaN	NaN	Low
TBC1D5	NaN	NaN	True	NaN	NaN	Low
TBRG4	NaN	True	NaN	NaN	NaN	Low
TCEA2	NaN	True	NaN	NaN	NaN	Low
TCEAL5	NaN	True	NaN	NaN	NaN	Low
TCEAL6	NaN	True	NaN	NaN	NaN	Low
TCERG1	NaN	True	NaN	NaN	NaN	Low
TCF20	NaN	NaN	True	NaN	NaN	Low
TCF4	NaN	NaN	True	NaN	NaN	Low
TCF7	NaN	True	NaN	NaN	NaN	Low
TCL1B	NaN	True	NaN	NaN	NaN	Low
TCN2	NaN	True	NaN	NaN	NaN	Low
TCTN3	NaN	True	NaN	NaN	NaN	Low
TDRD12	NaN	True	NaN	NaN	NaN	Low
TECPR2	NaN	True	NaN	NaN	NaN	Low
TEF	NaN	True	NaN	NaN	NaN	Low
TENM2	NaN	NaN	True	NaN	NaN	Low
TENT5A	NaN	NaN	True	NaN	NaN	Low
TET1	NaN	NaN	True	NaN	NaN	Low
TEX10	NaN	True	NaN	NaN	NaN	Low
TEX14	NaN	NaN	True	NaN	NaN	Low
TEX29	NaN	NaN	True	NaN	NaN	Low
TFE3	NaN	True	NaN	NaN	NaN	Low
TFEB	NaN	True	NaN	NaN	NaN	Low
TFEC	NaN	NaN	True	NaN	NaN	Low
TFF2	NaN	True	NaN	NaN	NaN	Low
TGFB1	NaN	True	NaN	NaN	NaN	Low
TGFBR2	NaN	NaN	True	NaN	NaN	Low
TH	True	NaN	NaN	True	True	High
THBD	NaN	True	NaN	NaN	NaN	Low
THEM4	NaN	True	NaN	NaN	NaN	Low
THRA	NaN	True	NaN	NaN	NaN	Low
THRAP3	True	True	NaN	True	NaN	High
THSD1	NaN	True	NaN	NaN	NaN	Low
TIAM2	NaN	True	NaN	NaN	NaN	Low
TIGD3	NaN	True	NaN	NaN	NaN	Low
TIMELESS	True	NaN	NaN	True	NaN	Medium
TIMP3	NaN	True	NaN	NaN	NaN	Low
TIPARP-AS1	NaN	NaN	True	NaN	NaN	Low
TLE2	NaN	True	NaN	NaN	NaN	Low
TLE3	NaN	True	NaN	NaN	NaN	Low
TLE4	NaN	True	NaN	NaN	NaN	Low
TLR1	NaN	True	NaN	NaN	NaN	Low
TLR4	NaN	True	NaN	NaN	NaN	Low
TLR5	NaN	True	NaN	NaN	NaN	Low
TMC4	NaN	True	NaN	NaN	NaN	Low
TMCC2	NaN	True	NaN	NaN	NaN	Low
TMCO4	NaN	NaN	True	NaN	NaN	Low
TMEM108	NaN	NaN	True	NaN	NaN	Low
TMEM108-AS1	NaN	NaN	True	NaN	NaN	Low
TMEM116	NaN	True	NaN	NaN	NaN	Low
TMEM120A	NaN	True	NaN	NaN	NaN	Low
TMEM121	NaN	True	NaN	NaN	NaN	Low
TMEM127	NaN	True	NaN	NaN	NaN	Low
TMEM132B	NaN	NaN	True	NaN	NaN	Low
TMEM140	NaN	True	NaN	NaN	NaN	Low
TMEM144	NaN	NaN	True	NaN	NaN	Low
TMEM151A	NaN	NaN	True	NaN	NaN	Low
TMEM161B-AS1	NaN	NaN	True	NaN	NaN	Low
TMEM170B	NaN	NaN	True	NaN	NaN	Low
TMEM177	NaN	True	NaN	NaN	NaN	Low
TMEM196	NaN	NaN	True	NaN	NaN	Low
TMEM204	NaN	True	NaN	NaN	NaN	Low
TMEM209	NaN	True	NaN	NaN	NaN	Low
TMEM25	NaN	True	NaN	NaN	NaN	Low
TMEM26	NaN	NaN	True	NaN	NaN	Low
TMEM41B	NaN	True	NaN	NaN	NaN	Low
TMEM45B	NaN	True	NaN	NaN	NaN	Low
TMEM88	NaN	True	NaN	NaN	NaN	Low
TMEM8A	NaN	True	NaN	NaN	NaN	Low
TMPRSS5	NaN	NaN	True	NaN	NaN	Low
TMTC1	NaN	True	NaN	NaN	NaN	Low
TNFAIP6	NaN	True	NaN	NaN	NaN	Low
TNFRSF10C	NaN	True	NaN	NaN	NaN	Low
TNFRSF11A	True	NaN	NaN	True	NaN	Medium
TNFRSF1A	NaN	True	NaN	NaN	NaN	Low
TNFRSF9	NaN	True	NaN	NaN	NaN	Low
TNFSF10	NaN	True	NaN	NaN	NaN	Low
TNFSF14	NaN	True	NaN	NaN	NaN	Low
TNFSF4	NaN	True	NaN	NaN	NaN	Low
TNIK	NaN	NaN	True	NaN	NaN	Low
TNNT3	NaN	True	NaN	NaN	NaN	Low
TNRC6B	NaN	NaN	True	NaN	NaN	Low
TOM1	NaN	True	NaN	NaN	NaN	Low
TOMM20	NaN	True	NaN	NaN	NaN	Low
TOMM7	NaN	True	NaN	NaN	NaN	Low
TOP1	True	True	NaN	True	NaN	High
TOP2A	True	NaN	NaN	True	NaN	Medium
TOR1A	NaN	True	NaN	NaN	NaN	Low
TOX	NaN	NaN	True	NaN	NaN	Low
TP53	True	NaN	NaN	True	NaN	Medium
TP53I11	NaN	True	NaN	NaN	NaN	Low
TP53INP1	NaN	True	NaN	NaN	NaN	Low
TPCN1	NaN	True	NaN	NaN	NaN	Low
TPH1	True	NaN	NaN	True	True	High
TPH2	True	NaN	NaN	True	True	High
TPST1	NaN	True	NaN	NaN	NaN	Low
TPTEP2-CSNK1E	True	NaN	NaN	NaN	NaN	Low
TRA2B	NaN	True	NaN	NaN	NaN	Low
TRAF3IP1	NaN	NaN	True	NaN	NaN	Low
TRAF5	NaN	True	NaN	NaN	NaN	Low
TRANK1	NaN	True	NaN	NaN	NaN	Low
TRAT1	NaN	True	NaN	NaN	NaN	Low
TREM1	NaN	True	NaN	NaN	NaN	Low
TREML2	NaN	True	NaN	NaN	NaN	Low
TRIB1	NaN	True	NaN	NaN	NaN	Low
TRIB2	NaN	True	NaN	NaN	NaN	Low
TRIB3	NaN	True	NaN	NaN	NaN	Low
TRIM25	NaN	True	NaN	NaN	NaN	Low
TRIM3	NaN	True	NaN	NaN	NaN	Low
TRIM33	NaN	NaN	True	NaN	NaN	Low
TRIM35	NaN	NaN	True	NaN	NaN	Low
TRIM37	NaN	NaN	True	NaN	NaN	Low
TRIM62	NaN	True	NaN	NaN	NaN	Low
TRPC6	NaN	NaN	True	NaN	NaN	Low
TRPC7	NaN	NaN	True	NaN	NaN	Low
TRPS1	NaN	NaN	True	NaN	NaN	Low
TSC22D3	NaN	True	NaN	NaN	NaN	Low
TSC22D4	NaN	True	NaN	NaN	NaN	Low
TSEN2	NaN	True	NaN	NaN	NaN	Low
TSHB	NaN	True	NaN	NaN	NaN	Low
TSHZ1	NaN	True	True	NaN	NaN	Medium
TSHZ3	NaN	NaN	True	NaN	NaN	Low
TSPAN11	NaN	True	NaN	NaN	NaN	Low
TSPAN2	NaN	True	NaN	NaN	NaN	Low
TSPAN3	NaN	True	NaN	NaN	NaN	Low
TSPAN4	NaN	True	NaN	NaN	NaN	Low
TSPYL5	NaN	True	NaN	NaN	NaN	Low
TSR1	NaN	True	NaN	NaN	NaN	Low
TTC12	NaN	True	NaN	NaN	NaN	Low
TTC21A	NaN	True	NaN	NaN	NaN	Low
TTC28	NaN	NaN	True	NaN	NaN	Low
TTC29	NaN	NaN	True	NaN	NaN	Low
TTC3	NaN	True	NaN	NaN	NaN	Low
TTC39C	NaN	True	NaN	NaN	NaN	Low
TTC8	NaN	NaN	True	NaN	NaN	Low
TTLL5	NaN	True	NaN	NaN	NaN	Low
TUBA4A	NaN	True	NaN	NaN	NaN	Low
TUBB6	NaN	True	NaN	NaN	NaN	Low
TUBD1	NaN	NaN	True	NaN	NaN	Low
TULP4	NaN	True	NaN	NaN	NaN	Low
TWISTNB	NaN	True	NaN	NaN	NaN	Low
TXK	NaN	True	NaN	NaN	NaN	Low
TXNL4B	NaN	NaN	True	NaN	NaN	Low
TYMS	True	NaN	NaN	True	NaN	Medium
UBA2	NaN	True	NaN	NaN	NaN	Low
UBA52	True	NaN	NaN	NaN	NaN	Low
UBASH3A	NaN	True	NaN	NaN	NaN	Low
UBC	True	NaN	NaN	NaN	NaN	Low
UBE2B	NaN	True	True	NaN	NaN	Medium
UBE2C	NaN	True	NaN	NaN	NaN	Low
UBE2E2	NaN	NaN	True	NaN	NaN	Low
UBE2E2-AS1	NaN	NaN	True	NaN	NaN	Low
UBE3A	True	NaN	NaN	True	NaN	Medium
UBL5	NaN	NaN	True	NaN	NaN	Low
UBN1	NaN	True	NaN	NaN	NaN	Low
UBQLN2	NaN	True	NaN	NaN	NaN	Low
UBR2	NaN	True	NaN	NaN	NaN	Low
UBTD1	NaN	True	NaN	NaN	NaN	Low
UBXN2A	NaN	NaN	True	NaN	NaN	Low
UBXN2B	NaN	True	NaN	NaN	NaN	Low
UBXN4	NaN	NaN	True	NaN	NaN	Low
ULK1	NaN	True	NaN	NaN	NaN	Low
UNC5B	NaN	NaN	True	NaN	NaN	Low
UNC5D	NaN	NaN	True	NaN	NaN	Low
UPB1	NaN	True	NaN	NaN	NaN	Low
UPF3B	NaN	True	NaN	NaN	NaN	Low
UPP1	NaN	True	NaN	NaN	NaN	Low
UPP2	NaN	NaN	True	NaN	NaN	Low
URB1	NaN	True	NaN	NaN	NaN	Low
USP14	NaN	True	NaN	NaN	NaN	Low
USP2	True	NaN	NaN	True	NaN	Medium
USP31	NaN	NaN	True	NaN	NaN	Low
USP34	NaN	NaN	True	NaN	NaN	Low
USP4	NaN	True	NaN	NaN	NaN	Low
USP42	NaN	True	NaN	NaN	NaN	Low
USP49	NaN	NaN	True	NaN	NaN	Low
USP7	NaN	NaN	True	True	NaN	Medium
UTS2	True	NaN	NaN	NaN	NaN	Low
UTS2R	True	NaN	NaN	NaN	NaN	Low
UVSSA	NaN	NaN	True	NaN	NaN	Low
VAMP2	NaN	NaN	True	NaN	NaN	Low
VAMP3	NaN	NaN	True	NaN	NaN	Low
VAMP9P	NaN	NaN	True	NaN	NaN	Low
VEGFA	NaN	True	NaN	NaN	NaN	Low
VEZT	NaN	True	NaN	NaN	NaN	Low
VMO1	NaN	True	NaN	NaN	NaN	Low
VNN1	NaN	True	NaN	NaN	NaN	Low
VNN3	NaN	True	NaN	NaN	NaN	Low
VPS37B	NaN	True	NaN	NaN	NaN	Low
VRK2	NaN	NaN	True	NaN	NaN	Low
VSIG4	NaN	True	NaN	NaN	NaN	Low
VSX2	NaN	NaN	True	NaN	NaN	Low
VTA1	NaN	True	NaN	NaN	NaN	Low
VTI1A	NaN	NaN	True	NaN	NaN	Low
VWA8	NaN	NaN	True	NaN	NaN	Low
WAS	NaN	True	NaN	NaN	NaN	Low
WBP2P1	NaN	NaN	True	NaN	NaN	Low
WDCP	NaN	NaN	True	NaN	NaN	Low
WDFY3	NaN	True	NaN	NaN	NaN	Low
WDHD1	NaN	NaN	True	NaN	NaN	Low
WDR3	NaN	True	NaN	NaN	NaN	Low
WDR75	NaN	True	NaN	NaN	NaN	Low
WDR92	NaN	True	NaN	NaN	NaN	Low
WIPF2	NaN	True	NaN	NaN	NaN	Low
WIZ	NaN	True	NaN	NaN	NaN	Low
WNT10A	NaN	True	NaN	NaN	NaN	Low
WNT7B	NaN	True	NaN	NaN	NaN	Low
WRN	NaN	True	NaN	NaN	NaN	Low
WSCD2	NaN	NaN	True	NaN	NaN	Low
WWP1	NaN	True	NaN	NaN	NaN	Low
XAF1	NaN	True	NaN	NaN	NaN	Low
XKR6	NaN	NaN	True	NaN	NaN	Low
XPA	NaN	True	NaN	NaN	NaN	Low
XPR1	NaN	True	NaN	NaN	NaN	Low
YAF2	NaN	True	NaN	NaN	NaN	Low
YES1	NaN	True	NaN	NaN	NaN	Low
YIPF3	NaN	True	NaN	NaN	NaN	Low
YLPM1	NaN	True	NaN	NaN	NaN	Low
YTHDC1	NaN	True	NaN	NaN	NaN	Low
YTHDC2	NaN	True	NaN	NaN	NaN	Low
YWHAZ	NaN	NaN	True	NaN	NaN	Low
Z82170.1	NaN	NaN	True	NaN	NaN	Low
Z98884.1	NaN	NaN	True	NaN	NaN	Low
Z98884.2	NaN	NaN	True	NaN	NaN	Low
ZBED9	NaN	NaN	True	NaN	NaN	Low
ZBTB16	NaN	True	True	NaN	NaN	Medium
ZBTB34	NaN	True	NaN	NaN	NaN	Low
ZBTB37	NaN	NaN	True	NaN	NaN	Low
ZBTB7B	NaN	True	NaN	NaN	NaN	Low
ZC3H14	NaN	NaN	True	NaN	NaN	Low
ZC3H8	NaN	True	NaN	NaN	NaN	Low
ZC4H2	NaN	True	NaN	NaN	NaN	Low
ZCCHC11	NaN	True	NaN	NaN	NaN	Low
ZCCHC14	NaN	True	NaN	NaN	NaN	Low
ZCCHC17	NaN	True	NaN	NaN	NaN	Low
ZCCHC2	NaN	NaN	True	NaN	NaN	Low
ZCCHC4	NaN	True	NaN	NaN	NaN	Low
ZCCHC6	NaN	True	NaN	NaN	NaN	Low
ZCCHC7	NaN	True	True	NaN	NaN	Medium
ZCCHC8	NaN	NaN	True	NaN	NaN	Low
ZDBF2	NaN	True	NaN	NaN	NaN	Low
ZDHHC18	NaN	True	NaN	NaN	NaN	Low
ZDHHC7	NaN	True	NaN	NaN	NaN	Low
ZFAND3	NaN	True	NaN	NaN	NaN	Low
ZFAT	NaN	NaN	True	NaN	NaN	Low
ZFHX3	True	NaN	NaN	True	NaN	Medium
ZFP14	NaN	True	NaN	NaN	NaN	Low
ZFP62	NaN	True	NaN	NaN	NaN	Low
ZFP91	NaN	NaN	True	NaN	NaN	Low
ZFP91-CNTF	NaN	NaN	True	NaN	NaN	Low
ZFYVE1	NaN	True	NaN	NaN	NaN	Low
ZFYVE16	NaN	True	NaN	NaN	NaN	Low
ZFYVE9	NaN	True	NaN	NaN	NaN	Low
ZKSCAN3	NaN	NaN	True	NaN	NaN	Low
ZMAT1	NaN	True	NaN	NaN	NaN	Low
ZMIZ2	NaN	NaN	True	NaN	NaN	Low
ZMYM4	NaN	NaN	True	NaN	NaN	Low
ZMYND19	NaN	NaN	True	NaN	NaN	Low
ZNF101	NaN	True	NaN	NaN	NaN	Low
ZNF135	NaN	True	NaN	NaN	NaN	Low
ZNF14	NaN	True	NaN	NaN	NaN	Low
ZNF146	NaN	True	NaN	NaN	NaN	Low
ZNF165	NaN	True	NaN	NaN	NaN	Low
ZNF195	NaN	True	NaN	NaN	NaN	Low
ZNF239	NaN	True	NaN	NaN	NaN	Low
ZNF251	NaN	True	NaN	NaN	NaN	Low
ZNF256	NaN	True	NaN	NaN	NaN	Low
ZNF26	NaN	True	NaN	NaN	NaN	Low
ZNF287	NaN	True	NaN	NaN	NaN	Low
ZNF302	NaN	True	NaN	NaN	NaN	Low
ZNF345	NaN	True	NaN	NaN	NaN	Low
ZNF410	NaN	NaN	True	NaN	NaN	Low
ZNF438	NaN	True	NaN	NaN	NaN	Low
ZNF454	NaN	NaN	True	NaN	NaN	Low
ZNF485	NaN	True	NaN	NaN	NaN	Low
ZNF486	NaN	NaN	True	NaN	NaN	Low
ZNF502	NaN	True	NaN	NaN	NaN	Low
ZNF516	NaN	True	NaN	NaN	NaN	Low
ZNF536	NaN	NaN	True	NaN	NaN	Low
ZNF540	NaN	True	NaN	NaN	NaN	Low
ZNF551	NaN	True	NaN	NaN	NaN	Low
ZNF552	NaN	True	NaN	NaN	NaN	Low
ZNF557	NaN	True	NaN	NaN	NaN	Low
ZNF563	NaN	True	NaN	NaN	NaN	Low
ZNF573	NaN	True	NaN	NaN	NaN	Low
ZNF577	NaN	True	NaN	NaN	NaN	Low
ZNF618	NaN	NaN	True	NaN	NaN	Low
ZNF629	NaN	True	NaN	NaN	NaN	Low
ZNF658	NaN	True	NaN	NaN	NaN	Low
ZNF671	NaN	True	NaN	NaN	NaN	Low
ZNF682	NaN	True	NaN	NaN	NaN	Low
ZNF704	NaN	True	NaN	NaN	NaN	Low
ZNF764	NaN	True	NaN	NaN	NaN	Low
ZNF766	NaN	True	NaN	NaN	NaN	Low
ZNF777	NaN	True	NaN	NaN	NaN	Low
ZNF787	NaN	True	NaN	NaN	NaN	Low
ZNF789	NaN	True	NaN	NaN	NaN	Low
ZNF804A	NaN	NaN	True	NaN	NaN	Low
ZNF970P	NaN	NaN	True	NaN	NaN	Low
ZNHIT6	NaN	True	NaN	NaN	NaN	Low
ZSCAN12	NaN	NaN	True	NaN	NaN	Low
ZSCAN16-AS1	NaN	NaN	True	NaN	NaN	Low
ZSCAN18	NaN	True	NaN	NaN	NaN	Low
ZSCAN31	NaN	True	NaN	NaN	NaN	Low
ZWINT	NaN	NaN	True	NaN	NaN	Low
ZYG11B	NaN	True	NaN	NaN	NaN	Low
hCG_2042738	NaN	True	NaN	NaN	NaN	Low
